method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,delta,target_delta,smoothing_delta,lr_or_eta,batch_size,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker,block_id,M,block_oracle_norm
DGFM,DGFM,1920,1920,8,x_bar,10.539276838302612,16,100016,200016,1224196349,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3734708428382873,0.0283683221787214,0.002,0.8395012617111206,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2304,2304,8,x_bar,12.440986156463625,16,100016,200016,1224196349,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3724598288536072,0.011407365091145,0.002,0.8410061001777649,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2688,2688,8,x_bar,14.437206029891968,16,100016,200016,1224196349,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3687323629856109,0.0133012058213353,0.002,0.8433402180671692,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3072,3072,8,x_bar,16.343863248825073,16,100016,200016,1224196349,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.379987359046936,0.0243211667984724,0.002,0.8385491967201233,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3456,3456,8,x_bar,18.446133852005005,16,100016,200016,1224196349,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3714598715305328,0.0167079046368598,0.002,0.8402383327484131,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3840,3840,8,x_bar,20.618334531784058,16,100016,200016,1224196349,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3735643029212951,0.018602043390274,0.002,0.8388870358467102,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1,1,8,x_bar,0.0468940734863281,17,100017,200017,296256489,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9528679251670836,0.3612540364265442,0.002,0.7561807036399841,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,384,384,8,x_bar,2.143702268600464,17,100017,200017,296256489,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.3948987424373626,0.0220793690532445,0.002,0.8317005038261414,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,768,768,8,x_bar,4.1498329639434814,17,100017,200017,296256489,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3838648498058319,0.0209761839359998,0.002,0.8338196277618408,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1152,1152,8,x_bar,6.174202919006348,17,100017,200017,296256489,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3870340287685394,0.0322974175214767,0.002,0.8342495560646057,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1536,1536,8,x_bar,8.248527765274048,17,100017,200017,296256489,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.376598447561264,0.016766931861639,0.002,0.8383035063743591,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1920,1920,8,x_bar,10.147807836532593,17,100017,200017,296256489,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3755434155464172,0.013886003755033,0.002,0.8383956551551819,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2304,2304,8,x_bar,12.166926622390749,17,100017,200017,296256489,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3723842799663543,0.0146208303049206,0.002,0.8404225707054138,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2688,2688,8,x_bar,14.260827779769896,17,100017,200017,296256489,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3787590265274048,0.0150573654100298,0.002,0.8377199769020081,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3072,3072,8,x_bar,16.370396375656128,17,100017,200017,296256489,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.374718964099884,0.0134982094168663,0.002,0.8400540351867676,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3456,3456,8,x_bar,18.459922790527344,17,100017,200017,296256489,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3762450218200683,0.0124237230047583,0.002,0.8407297134399414,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3840,3840,8,x_bar,20.54443621635437,17,100017,200017,296256489,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3833205699920654,0.0285444762557744,0.002,0.8403611779212952,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1,1,8,x_bar,0.0443000793457031,18,100018,200018,1572723612,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9398341178894044,0.3538084030151367,0.002,0.7591597437858582,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,384,384,8,x_bar,2.048295259475708,18,100018,200018,1572723612,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.3923326730728149,0.0192049089819192,0.002,0.8320383429527283,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,768,768,8,x_bar,4.247159957885742,18,100018,200018,1572723612,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.382251888513565,0.0286471769213676,0.002,0.8375356793403625,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1152,1152,8,x_bar,6.276329517364502,18,100018,200018,1572723612,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3819861710071563,0.022047271952033,0.002,0.8351401686668396,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1536,1536,8,x_bar,8.447553873062134,18,100018,200018,1572723612,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3760890960693359,0.0166600681841373,0.002,0.838149905204773,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1920,1920,8,x_bar,10.466723680496216,18,100018,200018,1572723612,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3720891773700714,0.0154708130285143,0.002,0.8401768803596497,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2304,2304,8,x_bar,12.543558359146118,18,100018,200018,1572723612,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3698585927486419,0.010085666552186,0.002,0.841712474822998,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2688,2688,8,x_bar,14.562954902648926,18,100018,200018,1572723612,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3648929595947265,0.0108897183090448,0.002,0.8433094620704651,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3072,3072,8,x_bar,16.572429180145264,18,100018,200018,1572723612,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3731274008750915,0.022318297997117,0.002,0.8409139513969421,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3456,3456,8,x_bar,18.668792963027958,18,100018,200018,1572723612,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3713796436786651,0.011714463122189,0.002,0.8425416946411133,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3840,3840,8,x_bar,20.68003487586975,18,100018,200018,1572723612,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3696664571762085,0.0094597125425934,0.002,0.8430637717247009,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1,1,8,x_bar,0.0357608795166015,19,100019,200019,474133600,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9639117121696472,0.3596218824386596,0.002,0.7525567412376404,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,384,384,8,x_bar,2.035761594772339,19,100019,200019,474133600,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.393939346075058,0.0188151821494102,0.002,0.8309019804000854,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,768,768,8,x_bar,3.9972095489501953,19,100019,200019,474133600,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3797890841960907,0.0368217527866363,0.002,0.8359693884849548,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1152,1152,8,x_bar,5.916965961456299,19,100019,200019,474133600,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3745028376579284,0.0201775636523962,0.002,0.8385798931121826,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1536,1536,8,x_bar,7.80724310874939,19,100019,200019,474133600,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3737488687038421,0.0264881737530231,0.002,0.8387027382850647,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,1920,1920,8,x_bar,9.76104974746704,19,100019,200019,474133600,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3785431981086731,0.0235350206494331,0.002,0.8361843824386597,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2304,2304,8,x_bar,11.821407079696655,19,100019,200019,474133600,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3792162835597992,0.0126709109172225,0.002,0.838641345500946,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,2688,2688,8,x_bar,13.794222354888916,19,100019,200019,474133600,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3803875744342804,0.0219305902719497,0.002,0.8365836143493652,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3072,3072,8,x_bar,15.811156272888184,19,100019,200019,474133600,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3777981996536255,0.0148514453321695,0.002,0.8378121256828308,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3456,3456,8,x_bar,17.722940683364868,19,100019,200019,474133600,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3785047531127929,0.0127634815871715,0.002,0.8412824869155884,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM,DGFM,3840,3840,8,x_bar,19.915043115615845,19,100019,200019,474133600,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3810608386993408,0.0198259409517049,0.002,0.8383956551551819,0.002,0.002,0.001,0.5,16.0,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,real_data_formal,,,,,,,,,,,,
DGFM+,DGFM+,1,1,8,x_bar,0.0492517948150634,15,100015,200015,1488682559,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.97407066822052,0.3569955825805664,0.002,0.7592211365699768,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,384,384,8,x_bar,1.4203224182128906,15,100015,200015,1488682559,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.4179400205612182,0.0381203144788742,0.002,0.8251281976699829,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,768,768,8,x_bar,2.815679788589477,15,100015,200015,1488682559,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.409369945526123,0.0315311327576637,0.002,0.8278922438621521,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1152,1152,8,x_bar,4.170011281967163,15,100015,200015,1488682559,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.4103517532348633,0.0383378304541111,0.002,0.8256503343582153,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1536,1536,8,x_bar,5.547972679138184,15,100015,200015,1488682559,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.3993350863456726,0.0241662133485078,0.002,0.8320383429527283,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1920,1920,8,x_bar,6.9220356941223145,15,100015,200015,1488682559,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.4027388989925384,0.0187552329152822,0.002,0.8279536962509155,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2304,2304,8,x_bar,8.284721374511719,15,100015,200015,1488682559,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.3921650052070617,0.0204463731497526,0.002,0.8358158469200134,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2688,2688,8,x_bar,9.664023160934448,15,100015,200015,1488682559,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",65536,5376,5376,0.3875410556793213,0.0126476911827921,0.002,0.8375356793403625,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3072,3072,8,x_bar,11.0475594997406,15,100015,200015,1488682559,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",73728,6144,6144,0.3902290463447571,0.015003565698862,0.002,0.8364915251731873,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3411,3411,8,x_bar,12.298097848892212,15,100015,200015,1488682559,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",81920,6822,6822,0.3879127502441406,0.0137019678950309,0.002,0.8359079957008362,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1,1,8,x_bar,0.03753662109375,16,100016,200016,237148831,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.9725112318992616,0.3646589517593384,0.002,0.7591904401779175,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,384,384,8,x_bar,1.4246952533721924,16,100016,200016,237148831,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.4517418146133423,0.0821823701262474,0.002,0.8161604404449463,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,768,768,8,x_bar,2.7881855964660645,16,100016,200016,237148831,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.406985878944397,0.0253117997199296,0.002,0.825158953666687,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1152,1152,8,x_bar,4.128169059753418,16,100016,200016,237148831,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.3986642062664032,0.0190482828766107,0.002,0.8306870460510254,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1536,1536,8,x_bar,5.472768783569336,16,100016,200016,237148831,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.4094640910625458,0.0260563306510448,0.002,0.8272473216056824,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1920,1920,8,x_bar,6.82200813293457,16,100016,200016,237148831,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.3999763131141662,0.0191873013973236,0.002,0.832683265209198,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2304,2304,8,x_bar,8.187578439712524,16,100016,200016,237148831,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.3995290398597717,0.0150902802124619,0.002,0.8329289555549622,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2688,2688,8,x_bar,9.53492307662964,16,100016,200016,237148831,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",65536,5376,5376,0.4098882377147674,0.0248552989214658,0.002,0.8290286064147949,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3072,3072,8,x_bar,10.886395931243896,16,100016,200016,237148831,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",73728,6144,6144,0.4016211926937103,0.015779061242938,0.002,0.8334510326385498,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3411,3411,8,x_bar,12.090182542800903,16,100016,200016,237148831,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",81920,6822,6822,0.4009637832641601,0.0164034459739923,0.002,0.8333281874656677,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1,1,8,x_bar,0.0351972579956054,17,100017,200017,722608148,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.9718554615974426,0.3612540364265442,0.002,0.7591904401779175,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,384,384,8,x_bar,1.373539686203003,17,100017,200017,722608148,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.4423040747642517,0.0423669107258319,0.002,0.8110008835792542,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,768,768,8,x_bar,2.7336678504943848,17,100017,200017,722608148,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.4114342033863067,0.0238374713808298,0.002,0.8245447278022766,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1152,1152,8,x_bar,4.084377765655518,17,100017,200017,722608148,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.4075608253479004,0.0245658475905656,0.002,0.8289979100227356,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1536,1536,8,x_bar,5.435012102127075,17,100017,200017,722608148,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.3930560648441314,0.0341121740639209,0.002,0.8346487879753113,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1920,1920,8,x_bar,6.786708831787109,17,100017,200017,722608148,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.4014483988285064,0.0296889264136552,0.002,0.8292742967605591,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2304,2304,8,x_bar,8.154616832733154,17,100017,200017,722608148,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.3952813148498535,0.0147791067138314,0.002,0.8327754139900208,0.002,0.002,0.001,0.2,,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
