method,seed,round,block_id,work,eval_work,communication_round,time_sec,d,delta,M,lr_or_eta,eval_point,objective,stat_proxy,objective_x,stat_proxy_x,objective_ybar,stat_proxy_ybar,block_oracle_norm
NOG,10008,648,81.0,332800,180224,648,6.16773247718811,100,0.1,8.0,0.3,y_bar,0.7151362299919128,0.008263294585049152,0.7151673436164856,0.008511392399668694,0.7151362299919128,0.008263294585049152,0.009549068287014961
NOG,10008,712,89.0,365568,196608,712,6.730219602584839,100,0.1,8.0,0.3,y_bar,0.7147886157035828,0.008301314897835255,0.7147704362869263,0.007346443831920624,0.7147886157035828,0.008301314897835255,0.009090707637369633
NOG,10008,776,97.0,398336,212992,776,7.315941095352173,100,0.1,8.0,0.3,y_bar,0.7143601179122925,0.007627903018146753,0.7143564224243164,0.008234953507781029,0.7143601179122925,0.007627903018146753,0.009971832856535912
NOG,10008,840,105.0,431104,229376,840,7.978026628494263,100,0.1,8.0,0.3,y_bar,0.7140282988548279,0.007412896957248449,0.7140113711357117,0.008153102360665798,0.7140282988548279,0.007412896957248449,0.010621398687362671
NOG,10008,904,113.0,463872,245760,904,8.770594596862793,100,0.1,8.0,0.3,y_bar,0.7135927677154541,0.008671345189213753,0.7135775685310364,0.007805837783962488,0.7135927677154541,0.008671345189213753,0.010124200023710728
NOG,10008,968,121.0,496640,262144,968,9.475406646728516,100,0.1,8.0,0.3,y_bar,0.713351309299469,0.00823055300861597,0.713379442691803,0.008638614788651466,0.713351309299469,0.00823055300861597,0.009114690124988556
NOG,10008,1024,128.0,525312,278528,1024,9.972209692001343,100,0.1,8.0,0.3,y_bar,0.7130486965179443,0.008176520466804504,0.7130354046821594,0.00817400123924017,0.7130486965179443,0.008176520466804504,0.009432724677026272
SmoothedSGD,20008,1,,512,8192,1,0.054857730865478516,100,0.1,,0.05,x,0.7205222845077515,0.011411604471504688,0.7205222845077515,0.011411604471504688,,,
SmoothedSGD,20008,64,,32768,16384,64,0.557316780090332,100,0.1,,0.05,x,0.7204903364181519,0.010138405486941338,0.7204903364181519,0.010138405486941338,,,
SmoothedSGD,20008,128,,65536,24576,128,1.0460364818572998,100,0.1,,0.05,x,0.720466673374176,0.008771060965955257,0.720466673374176,0.008771060965955257,,,
SmoothedSGD,20008,192,,98304,32768,192,1.6812081336975098,100,0.1,,0.05,x,0.7204347848892212,0.009510308504104614,0.7204347848892212,0.009510308504104614,,,
SmoothedSGD,20008,256,,131072,40960,256,2.128232002258301,100,0.1,,0.05,x,0.7204160690307617,0.007985187694430351,0.7204160690307617,0.007985187694430351,,,
SmoothedSGD,20008,320,,163840,49152,320,2.696061611175537,100,0.1,,0.05,x,0.7203994989395142,0.007070894818753004,0.7203994989395142,0.007070894818753004,,,
SmoothedSGD,20008,384,,196608,57344,384,3.222227096557617,100,0.1,,0.05,x,0.720370352268219,0.008025255985558033,0.720370352268219,0.008025255985558033,,,
SmoothedSGD,20008,448,,229376,65536,448,3.756432294845581,100,0.1,,0.05,x,0.7203453183174133,0.00793934240937233,0.7203453183174133,0.00793934240937233,,,
SmoothedSGD,20008,512,,262144,73728,512,4.237088203430176,100,0.1,,0.05,x,0.7203161716461182,0.006497453898191452,0.7203161716461182,0.006497453898191452,,,
SmoothedSGD,20008,576,,294912,81920,576,4.72732138633728,100,0.1,,0.05,x,0.7202842831611633,0.007092547602951527,0.7202842831611633,0.007092547602951527,,,
SmoothedSGD,20008,640,,327680,90112,640,5.248419761657715,100,0.1,,0.05,x,0.7202447056770325,0.007210661191493273,0.7202447056770325,0.007210661191493273,,,
SmoothedSGD,20008,704,,360448,98304,704,5.745429992675781,100,0.1,,0.05,x,0.7202129364013672,0.007996095344424248,0.7202129364013672,0.007996095344424248,,,
SmoothedSGD,20008,768,,393216,106496,768,6.246174097061157,100,0.1,,0.05,x,0.7201776504516602,0.007256925106048584,0.7201776504516602,0.007256925106048584,,,
SmoothedSGD,20008,832,,425984,114688,832,6.815550088882446,100,0.1,,0.05,x,0.7201510667800903,0.006982485298067331,0.7201510667800903,0.006982485298067331,,,
SmoothedSGD,20008,896,,458752,122880,896,7.350809812545776,100,0.1,,0.05,x,0.7201201319694519,0.006745676510035992,0.7201201319694519,0.006745676510035992,,,
SmoothedSGD,20008,960,,491520,131072,960,7.899573564529419,100,0.1,,0.05,x,0.7200902700424194,0.007697058841586113,0.7200902700424194,0.007697058841586113,,,
SmoothedSGD,20008,1024,,524288,139264,1024,8.361111879348755,100,0.1,,0.05,x,0.7200482487678528,0.007745330687612295,0.7200482487678528,0.007745330687612295,,,
NOG,10009,8,1.0,5120,16384,8,0.15634489059448242,100,0.1,8.0,0.3,y_bar,0.7236087322235107,0.009756836108863354,0.7236200571060181,0.009247368201613426,0.7236087322235107,0.009756836108863354,0.012086178176105022
NOG,10009,72,9.0,37888,32768,72,0.8083469867706299,100,0.1,8.0,0.3,y_bar,0.7232785224914551,0.007843122817575932,0.7232677936553955,0.008918347768485546,0.7232785224914551,0.007843122817575932,0.00951690599322319
NOG,10009,136,17.0,70656,49152,136,1.4052317142486572,100,0.1,8.0,0.3,y_bar,0.7229529023170471,0.007528278511017561,0.7229316234588623,0.007935603149235249,0.7229529023170471,0.007528278511017561,0.009157325141131878
NOG,10009,200,25.0,103424,65536,200,2.005596160888672,100,0.1,8.0,0.3,y_bar,0.722694993019104,0.008974293246865273,0.7227075695991516,0.007463681511580944,0.722694993019104,0.008974293246865273,0.009986095130443573
NOG,10009,264,33.0,136192,81920,264,2.6832056045532227,100,0.1,8.0,0.3,y_bar,0.7224735021591187,0.007284664548933506,0.722465991973877,0.007402011193335056,0.7224735021591187,0.007284664548933506,0.011111895553767681
NOG,10009,328,41.0,168960,98304,328,3.355565309524536,100,0.1,8.0,0.3,y_bar,0.7222136855125427,0.007686727214604616,0.722220778465271,0.007289361674338579,0.7222136855125427,0.007686727214604616,0.0096476711332798
NOG,10009,392,49.0,201728,114688,392,3.998457670211792,100,0.1,8.0,0.3,y_bar,0.7220141887664795,0.00803634524345398,0.7220489978790283,0.008368725888431072,0.7220141887664795,0.00803634524345398,0.008489115163683891
NOG,10009,456,57.0,234496,131072,456,4.588973760604858,100,0.1,8.0,0.3,y_bar,0.7217344045639038,0.006973708979785442,0.7217013835906982,0.00775321526452899,0.7217344045639038,0.006973708979785442,0.008913352154195309
NOG,10009,520,65.0,267264,147456,520,5.118457555770874,100,0.1,8.0,0.3,y_bar,0.7215563058853149,0.008594216778874397,0.7215468287467957,0.007285041268914938,0.7215563058853149,0.008594216778874397,0.008384437300264835
NOG,10009,584,73.0,300032,163840,584,5.671586751937866,100,0.1,8.0,0.3,y_bar,0.721293568611145,0.007652059197425842,0.7213066816329956,0.008163402788341045,0.721293568611145,0.007652059197425842,0.00883774645626545
NOG,10009,648,81.0,332800,180224,648,6.243066787719727,100,0.1,8.0,0.3,y_bar,0.7210493683815002,0.007353166583925486,0.7210481762886047,0.009018490090966225,0.7210493683815002,0.007353166583925486,0.009881369769573212
NOG,10009,712,89.0,365568,196608,712,6.799659729003906,100,0.1,8.0,0.3,y_bar,0.720866858959198,0.007198079023510218,0.7208539843559265,0.007582112215459347,0.720866858959198,0.007198079023510218,0.009411608800292015
NOG,10009,776,97.0,398336,212992,776,7.541263103485107,100,0.1,8.0,0.3,y_bar,0.7207191586494446,0.007931942120194435,0.7207311391830444,0.008100559003651142,0.7207191586494446,0.007931942120194435,0.008823195472359657
NOG,10009,840,105.0,431104,229376,840,8.174940824508667,100,0.1,8.0,0.3,y_bar,0.7204781174659729,0.007099513430148363,0.7204890251159668,0.007591650355607271,0.7204781174659729,0.007099513430148363,0.009702373296022415
NOG,10009,904,113.0,463872,245760,904,8.73488450050354,100,0.1,8.0,0.3,y_bar,0.7203832268714905,0.0076239025220274925,0.7203609347343445,0.00871309358626604,0.7203832268714905,0.0076239025220274925,0.009699488990008831
NOG,10009,968,121.0,496640,262144,968,9.281500339508057,100,0.1,8.0,0.3,y_bar,0.7202492356300354,0.008498684503138065,0.7202253937721252,0.007924922741949558,0.7202492356300354,0.008498684503138065,0.009027529507875443
NOG,10009,1024,128.0,525312,278528,1024,9.861358880996704,100,0.1,8.0,0.3,y_bar,0.7201458811759949,0.008884764276444912,0.7201656699180603,0.007284981664270163,0.7201458811759949,0.008884764276444912,0.009167710319161415
SmoothedSGD,20009,1,,512,8192,1,0.06847548484802246,100,0.1,,0.05,x,0.7235474586486816,0.011866875924170017,0.7235474586486816,0.011866875924170017,,,
SmoothedSGD,20009,64,,32768,16384,64,0.5605335235595703,100,0.1,,0.05,x,0.7235203981399536,0.009670354425907135,0.7235203981399536,0.009670354425907135,,,
SmoothedSGD,20009,128,,65536,24576,128,1.0434935092926025,100,0.1,,0.05,x,0.7234981060028076,0.008901886641979218,0.7234981060028076,0.008901886641979218,,,
SmoothedSGD,20009,192,,98304,32768,192,1.6556408405303955,100,0.1,,0.05,x,0.7234809994697571,0.009608705528080463,0.7234809994697571,0.009608705528080463,,,
SmoothedSGD,20009,256,,131072,40960,256,2.2245516777038574,100,0.1,,0.05,x,0.7234567999839783,0.007422321010380983,0.7234567999839783,0.007422321010380983,,,
SmoothedSGD,20009,320,,163840,49152,320,2.6988461017608643,100,0.1,,0.05,x,0.7234296202659607,0.0077257538214325905,0.7234296202659607,0.0077257538214325905,,,
SmoothedSGD,20009,384,,196608,57344,384,3.1673738956451416,100,0.1,,0.05,x,0.7234148979187012,0.006984480656683445,0.7234148979187012,0.006984480656683445,,,
SmoothedSGD,20009,448,,229376,65536,448,3.66436767578125,100,0.1,,0.05,x,0.7233919501304626,0.00740978354588151,0.7233919501304626,0.00740978354588151,,,
SmoothedSGD,20009,512,,262144,73728,512,4.162338972091675,100,0.1,,0.05,x,0.7233698964118958,0.008569993078708649,0.7233698964118958,0.008569993078708649,,,
SmoothedSGD,20009,576,,294912,81920,576,4.670162200927734,100,0.1,,0.05,x,0.7233452200889587,0.00714664813131094,0.7233452200889587,0.00714664813131094,,,
SmoothedSGD,20009,640,,327680,90112,640,5.151165246963501,100,0.1,,0.05,x,0.723318874835968,0.007741140201687813,0.723318874835968,0.007741140201687813,,,
SmoothedSGD,20009,704,,360448,98304,704,5.8005383014678955,100,0.1,,0.05,x,0.72329181432724,0.007822713814675808,0.72329181432724,0.007822713814675808,,,
SmoothedSGD,20009,768,,393216,106496,768,6.447153329849243,100,0.1,,0.05,x,0.7232747077941895,0.0068121436052024364,0.7232747077941895,0.0068121436052024364,,,
SmoothedSGD,20009,832,,425984,114688,832,6.955471992492676,100,0.1,,0.05,x,0.7232509255409241,0.007150599267333746,0.7232509255409241,0.007150599267333746,,,
SmoothedSGD,20009,896,,458752,122880,896,7.453669548034668,100,0.1,,0.05,x,0.7232301831245422,0.007242583204060793,0.7232301831245422,0.007242583204060793,,,
SmoothedSGD,20009,960,,491520,131072,960,7.969140291213989,100,0.1,,0.05,x,0.7232140302658081,0.007531438022851944,0.7232140302658081,0.007531438022851944,,,
SmoothedSGD,20009,1024,,524288,139264,1024,8.527580499649048,100,0.1,,0.05,x,0.723177433013916,0.007871866226196289,0.723177433013916,0.007871866226196289,,,
