method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,comparison_method,dataset_key,train_accuracy,ablation_stage,ablation_method
NOG-ZO-NONOPT,NOG-nonopt,46,46,23,8,y_bar,0.1,0.1,0.05,2,0.01,0.3627396821975708,4.037092924118042,732,100732,200732,960089337,szo,49152,49152,6144,"[6144, 6144, 6144, 6144, 6144, 6144, 6144, 6144]",1572864,48,48,-0.2328587472438812,0.2395955622196197,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,50,50,25,8,y_bar,0.1,0.1,0.05,2,0.01,0.4051903784275055,4.3838887214660645,732,100732,200732,960089337,szo,53248,53248,6656,"[6656, 6656, 6656, 6656, 6656, 6656, 6656, 6656]",1703936,52,52,-0.2534444332122803,0.2376278936862945,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,54,54,27,8,y_bar,0.1,0.1,0.05,2,0.01,0.3724874258041382,4.7359619140625,732,100732,200732,960089337,szo,57344,57344,7168,"[7168, 7168, 7168, 7168, 7168, 7168, 7168, 7168]",1835008,56,56,-0.2781138122081756,0.2350190430879593,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,58,58,29,8,y_bar,0.1,0.1,0.05,2,0.01,0.4233688712120056,5.0889317989349365,732,100732,200732,960089337,szo,61440,61440,7680,"[7680, 7680, 7680, 7680, 7680, 7680, 7680, 7680]",1966080,60,60,-0.3005119860172272,0.2324180752038955,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,62,62,31,8,y_bar,0.1,0.1,0.05,2,0.01,0.3858104944229126,5.427540302276611,732,100732,200732,960089337,szo,65536,65536,8192,"[8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192]",2097152,64,64,-0.3192709684371948,0.230061188340187,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,66,66,33,8,y_bar,0.1,0.1,0.05,2,0.01,0.3637616336345672,5.786740303039551,732,100732,200732,960089337,szo,69632,69632,8704,"[8704, 8704, 8704, 8704, 8704, 8704, 8704, 8704]",2228224,68,68,-0.3402047455310821,0.2272363007068634,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,70,70,35,8,y_bar,0.1,0.1,0.05,2,0.01,0.3654873073101043,6.133957147598267,732,100732,200732,960089337,szo,73728,73728,9216,"[9216, 9216, 9216, 9216, 9216, 9216, 9216, 9216]",2359296,72,72,-0.3619425296783447,0.2240765392780304,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,74,74,37,8,y_bar,0.1,0.1,0.05,2,0.01,0.3072415292263031,6.470446825027466,732,100732,200732,960089337,szo,77824,77824,9728,"[9728, 9728, 9728, 9728, 9728, 9728, 9728, 9728]",2490368,76,76,-0.3855754733085632,0.2203767150640487,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,78,78,39,8,y_bar,0.1,0.1,0.05,2,0.01,0.3557830452919006,6.812027454376221,732,100732,200732,960089337,szo,81920,81920,10240,"[10240, 10240, 10240, 10240, 10240, 10240, 10240, 10240]",2621440,80,80,-0.4047568440437317,0.2171548455953598,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,82,82,41,8,y_bar,0.1,0.1,0.05,2,0.01,0.3244936764240265,7.147760391235352,732,100732,200732,960089337,szo,86016,86016,10752,"[10752, 10752, 10752, 10752, 10752, 10752, 10752, 10752]",2752512,84,84,-0.4235978722572326,0.2137872576713562,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,86,86,43,8,y_bar,0.1,0.1,0.05,2,0.01,0.2969958186149597,7.498347759246826,732,100732,200732,960089337,szo,90112,90112,11264,"[11264, 11264, 11264, 11264, 11264, 11264, 11264, 11264]",2883584,88,88,-0.4423262476921081,0.210237830877304,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,90,90,45,8,y_bar,0.1,0.1,0.05,2,0.01,0.357561707496643,7.835943698883057,732,100732,200732,960089337,szo,94208,94208,11776,"[11776, 11776, 11776, 11776, 11776, 11776, 11776, 11776]",3014656,92,92,-0.4634970724582672,0.2059673964977264,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,94,94,47,8,y_bar,0.1,0.1,0.05,2,0.01,0.3539135456085205,8.173661231994629,732,100732,200732,960089337,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",3145728,96,96,-0.4808729887008667,0.2022590637207031,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,98,98,49,8,y_bar,0.1,0.1,0.05,2,0.01,0.3549122214317322,8.493634462356567,732,100732,200732,960089337,szo,102400,102400,12800,"[12800, 12800, 12800, 12800, 12800, 12800, 12800, 12800]",3276800,100,100,-0.4999313354492187,0.1979670375585556,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,102,102,51,8,y_bar,0.1,0.1,0.05,2,0.01,0.3484072983264923,8.829039335250854,732,100732,200732,960089337,szo,106496,106496,13312,"[13312, 13312, 13312, 13312, 13312, 13312, 13312, 13312]",3407872,104,104,-0.5184484124183655,0.1935449987649917,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,106,106,53,8,y_bar,0.1,0.1,0.05,2,0.01,0.272378534078598,9.16873836517334,732,100732,200732,960089337,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",3538944,108,108,-0.534980058670044,0.1893924474716186,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,110,110,55,8,y_bar,0.1,0.1,0.05,2,0.01,0.3376318514347076,9.510712385177612,732,100732,200732,960089337,szo,114688,114688,14336,"[14336, 14336, 14336, 14336, 14336, 14336, 14336, 14336]",3670016,112,112,-0.5543262362480164,0.1842605173587799,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,114,114,57,8,y_bar,0.1,0.1,0.05,2,0.01,0.2538763880729675,9.84470558166504,732,100732,200732,960089337,szo,118784,118784,14848,"[14848, 14848, 14848, 14848, 14848, 14848, 14848, 14848]",3801088,116,116,-0.5698976516723633,0.1799145340919494,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,118,118,59,8,y_bar,0.1,0.1,0.05,2,0.01,0.2999137043952942,10.183161497116089,732,100732,200732,960089337,szo,122880,122880,15360,"[15360, 15360, 15360, 15360, 15360, 15360, 15360, 15360]",3932160,120,120,-0.5866081714630127,0.1750049144029617,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,122,122,61,8,y_bar,0.1,0.1,0.05,2,0.01,0.3329549133777618,10.530932903289797,732,100732,200732,960089337,szo,126976,126976,15872,"[15872, 15872, 15872, 15872, 15872, 15872, 15872, 15872]",4063232,124,124,-0.6030579209327698,0.1698986291885376,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,126,126,63,8,y_bar,0.1,0.1,0.05,2,0.01,0.3288175761699676,10.869001388549805,732,100732,200732,960089337,szo,131072,131072,16384,"[16384, 16384, 16384, 16384, 16384, 16384, 16384, 16384]",4194304,128,128,-0.61882084608078,0.1647231429815292,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,130,130,65,8,y_bar,0.1,0.1,0.05,2,0.01,0.2785466313362121,11.212117910385132,732,100732,200732,960089337,szo,135168,135168,16896,"[16896, 16896, 16896, 16896, 16896, 16896, 16896, 16896]",4325376,132,132,-0.6341889500617981,0.1593988239765167,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,134,134,67,8,y_bar,0.1,0.1,0.05,2,0.01,0.2897199988365173,11.58881402015686,732,100732,200732,960089337,szo,139264,139264,17408,"[17408, 17408, 17408, 17408, 17408, 17408, 17408, 17408]",4456448,136,136,-0.6490938663482666,0.1539318561553955,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,138,138,69,8,y_bar,0.1,0.1,0.05,2,0.01,0.2927172183990478,11.917502164840698,732,100732,200732,960089337,szo,143360,143360,17920,"[17920, 17920, 17920, 17920, 17920, 17920, 17920, 17920]",4587520,140,140,-0.6625024080276489,0.1487354636192321,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,142,142,71,8,y_bar,0.1,0.1,0.05,2,0.01,0.2806322574615478,12.248557090759276,732,100732,200732,960089337,szo,147456,147456,18432,"[18432, 18432, 18432, 18432, 18432, 18432, 18432, 18432]",4718592,144,144,-0.6752067804336548,0.1435559540987014,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,146,146,73,8,y_bar,0.1,0.1,0.05,2,0.01,0.2769783437252044,12.585714101791382,732,100732,200732,960089337,szo,151552,151552,18944,"[18944, 18944, 18944, 18944, 18944, 18944, 18944, 18944]",4849664,148,148,-0.6890625953674316,0.1375868171453476,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,150,150,75,8,y_bar,0.1,0.1,0.05,2,0.01,0.2866606712341308,12.907713413238524,732,100732,200732,960089337,szo,155648,155648,19456,"[19456, 19456, 19456, 19456, 19456, 19456, 19456, 19456]",4980736,152,152,-0.7023503184318542,0.1315305978059768,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,154,154,77,8,y_bar,0.1,0.1,0.05,2,0.01,0.2263756692409515,13.236490726470947,732,100732,200732,960089337,szo,159744,159744,19968,"[19968, 19968, 19968, 19968, 19968, 19968, 19968, 19968]",5111808,156,156,-0.7140480279922485,0.1258830577135086,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,158,158,79,8,y_bar,0.1,0.1,0.05,2,0.01,0.2522570490837097,13.56730604171753,732,100732,200732,960089337,szo,163840,163840,20480,"[20480, 20480, 20480, 20480, 20480, 20480, 20480, 20480]",5242880,160,160,-0.7253183722496033,0.1200942769646644,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,162,162,81,8,y_bar,0.1,0.1,0.05,2,0.01,0.2382164746522903,13.894335508346558,732,100732,200732,960089337,szo,167936,167936,20992,"[20992, 20992, 20992, 20992, 20992, 20992, 20992, 20992]",5373952,164,164,-0.7352678775787354,0.1146792396903038,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,166,166,83,8,y_bar,0.1,0.1,0.05,2,0.01,0.2028618603944778,14.233450889587402,732,100732,200732,960089337,szo,172032,172032,21504,"[21504, 21504, 21504, 21504, 21504, 21504, 21504, 21504]",5505024,168,168,-0.7463169693946838,0.108275406062603,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,170,170,85,8,y_bar,0.1,0.1,0.05,2,0.01,0.2296473383903503,14.571887016296388,732,100732,200732,960089337,szo,176128,176128,22016,"[22016, 22016, 22016, 22016, 22016, 22016, 22016, 22016]",5636096,172,172,-0.7557168006896973,0.1024676412343978,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,174,174,87,8,y_bar,0.1,0.1,0.05,2,0.01,0.2000611424446106,14.914167165756226,732,100732,200732,960089337,szo,180224,180224,22528,"[22528, 22528, 22528, 22528, 22528, 22528, 22528, 22528]",5767168,176,176,-0.7647928595542908,0.096468299627304,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,178,178,89,8,y_bar,0.1,0.1,0.05,2,0.01,0.2058320641517639,15.249974966049194,732,100732,200732,960089337,szo,184320,184320,23040,"[23040, 23040, 23040, 23040, 23040, 23040, 23040, 23040]",5898240,180,180,-0.7739241719245911,0.0900002270936966,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,182,182,91,8,y_bar,0.1,0.1,0.05,2,0.01,0.1812882870435714,15.57438349723816,732,100732,200732,960089337,szo,188416,188416,23552,"[23552, 23552, 23552, 23552, 23552, 23552, 23552, 23552]",6029312,184,184,-0.7806617021560669,0.0848811045289039,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,186,186,93,8,y_bar,0.1,0.1,0.05,2,0.01,0.1924802511930465,15.905330181121826,732,100732,200732,960089337,szo,192512,192512,24064,"[24064, 24064, 24064, 24064, 24064, 24064, 24064, 24064]",6160384,188,188,-0.7886949777603149,0.0782844945788383,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,190,190,95,8,y_bar,0.1,0.1,0.05,2,0.01,0.1942879259586334,16.243671894073486,732,100732,200732,960089337,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",6291456,192,192,-0.7957574725151062,0.0719479620456695,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,194,194,97,8,y_bar,0.1,0.1,0.05,2,0.01,0.1948063820600509,16.57843327522278,732,100732,200732,960089337,szo,200704,200704,25088,"[25088, 25088, 25088, 25088, 25088, 25088, 25088, 25088]",6422528,196,196,-0.8013689517974854,0.0664892271161079,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,198,198,99,8,y_bar,0.1,0.1,0.05,2,0.01,0.1687763780355453,16.89767622947693,732,100732,200732,960089337,szo,204800,204800,25600,"[25600, 25600, 25600, 25600, 25600, 25600, 25600, 25600]",6553600,200,200,-0.8075734376907349,0.059847392141819,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,202,202,101,8,y_bar,0.1,0.1,0.05,2,0.01,0.1821380853652954,17.237674474716187,732,100732,200732,960089337,szo,208896,208896,26112,"[26112, 26112, 26112, 26112, 26112, 26112, 26112, 26112]",6684672,204,204,-0.8126239776611328,0.0538061037659645,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,206,206,103,8,y_bar,0.1,0.1,0.05,2,0.01,0.1526284962892532,17.582374811172485,732,100732,200732,960089337,szo,212992,212992,26624,"[26624, 26624, 26624, 26624, 26624, 26624, 26624, 26624]",6815744,208,208,-0.8172781467437744,0.0475509874522686,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,210,210,105,8,y_bar,0.1,0.1,0.05,2,0.01,0.1539601385593414,17.91827940940857,732,100732,200732,960089337,szo,217088,217088,27136,"[27136, 27136, 27136, 27136, 27136, 27136, 27136, 27136]",6946816,212,212,-0.820681095123291,0.0424199923872947,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,214,214,107,8,y_bar,0.1,0.1,0.05,2,0.01,0.1734253317117691,18.232251405715942,732,100732,200732,960089337,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",7077888,216,216,-0.8240571022033691,0.0366020314395427,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,218,218,109,8,y_bar,0.1,0.1,0.05,2,0.01,0.1805564910173416,18.56616234779358,732,100732,200732,960089337,szo,225280,225280,28160,"[28160, 28160, 28160, 28160, 28160, 28160, 28160, 28160]",7208960,220,220,-0.8267330527305603,0.0311414580792188,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,222,222,111,8,y_bar,0.1,0.1,0.05,2,0.01,0.1625120490789413,18.905099391937256,732,100732,200732,960089337,szo,229376,229376,28672,"[28672, 28672, 28672, 28672, 28672, 28672, 28672, 28672]",7340032,224,224,-0.8287756443023682,0.0261306948959827,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,226,226,113,8,y_bar,0.1,0.1,0.05,2,0.01,0.1426633596420288,19.238395929336548,732,100732,200732,960089337,szo,233472,233472,29184,"[29184, 29184, 29184, 29184, 29184, 29184, 29184, 29184]",7471104,228,228,-0.8304992318153381,0.0209895521402359,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,230,230,115,8,y_bar,0.1,0.1,0.05,2,0.01,0.157287523150444,19.574944019317627,732,100732,200732,960089337,szo,237568,237568,29696,"[29696, 29696, 29696, 29696, 29696, 29696, 29696, 29696]",7602176,232,232,-0.8314938545227051,0.0171305239200592,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,234,234,117,8,y_bar,0.1,0.1,0.05,2,0.01,0.1371733546257019,19.894111156463623,732,100732,200732,960089337,szo,241664,241664,30208,"[30208, 30208, 30208, 30208, 30208, 30208, 30208, 30208]",7733248,236,236,-0.8318926692008972,0.0147507116198539,0.1,NOG-ZO-NONOPT__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,current_NOG-nonopt,synthetic_maxsinl1,,formal,NOG-ZO-NONOPT
